T4 - 9Sep_Map_MIDDAY,,,,,,,,,,,,,,,,
Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column16,Column17,Column18,Column19,Column21,Column24,Column25
Hour,Min,Sec,Lat,Lon,East,North,Ecrop,N_crop,Alt,Tcanopy,Tambient,Pressure,Humidity,HeadCompass,NDVI,PRI
14,29,40.6016,41.24418259,-7.114637375,-85.9,-572.65,-86.28,-571.63,153.9,33.9,34.3,1002.4,17.6,250,0.61,0.14
14,29,40.8984,41.24418259,-7.114638329,-86.03,-572.66,-86.4,-571.65,153.9,35.97,34.3,1002.4,17.6,250,0.61,0.14
14,29,41.2031,41.24418259,-7.114639282,-86.09,-572.67,-86.47,-571.65,153.9,35.97,34.3,1002.4,17.6,250,0.61,0.14
14,29,41.3984,41.24418259,-7.114640236,-86.15,-572.67,-86.49,-571.63,153.9,35.97,34.3,1002.4,17.6,252,0.62,0.01
14,29,41.7031,41.24418259,-7.11464119,-86.28,-572.68,-86.49,-572.03,153.9,35.97,34.3,1002.4,17.6,253,0.62,0.01
14,29,42,41.24418259,-7.114644527,-86.52,-572.71,-87.01,-571.77,153.8,38.38,34.3,1002.4,17.6,243,0.62,0.01
14,29,42.2969,41.24418259,-7.114646435,-86.65,-572.72,-87.05,-571.75,153.8,38.38,34.3,1002.5,17.6,248,0.6,0.1
14,29,42.6016,41.24418259,-7.114647388,-86.77,-572.73,-87.16,-571.73,153.8,38.38,34.3,1002.5,17.6,249,0.6,0.1
14,29,42.7969,41.24418259,-7.114648342,-86.83,-572.92,-87.21,-571.89,153.8,37.69,34.3,1002.5,17.6,250,0.6,0.1
14,29,43.1016,41.24418259,-7.11465168,-87.14,-572.61,-87.64,-571.61,153.8,37.69,34.3,1002.5,17.6,244,0.75,0.02
14,29,43.3984,41.24418259,-7.114652634,-87.21,-572.62,-87.67,-571.59,153.8,37.69,34.3,1002.5,17.6,246,0.75,0.02
14,29,43.6016,41.24418259,-7.114653587,-87.33,-572.63,-87.84,-571.6,153.7,38.15,34.3,1002.5,17.6,244,0.75,0.02
14,29,43.8984,41.24418259,-7.114654541,-87.39,-572.63,-87.75,-571.65,153.8,38.15,34.3,1002.5,17.7,250,0.75,0.02
14,29,44.2031,41.24418259,-7.114656448,-87.58,-572.65,-87.96,-571.72,153.7,38.15,34.3,1002.5,17.7,248,0.75,0.02
14,29,44.5,41.24417496,-7.114658833,-87.76,-573.18,-88.19,-572.23,153.7,37.68,34.3,1002.5,17.7,246,0.75,0.02
14,29,44.7031,41.24417496,-7.114659786,-87.83,-573.19,-88.26,-572.2,153.7,37.68,34.3,1002.5,17.7,247,0.77,0.03
14,29,45,41.24417496,-7.11466074,-87.89,-573.19,-88.31,-572.21,153.7,37.68,34.3,1002.5,17.7,247,0.77,0.03
14,29,45.2031,41.24417496,-7.114661694,-87.95,-572.87,-88.37,-571.91,153.7,37.29,34.3,1002.5,17.7,247,0.77,0.03
14,29,45.5,41.24417496,-7.114663601,-88.14,-572.88,-88.54,-571.9,153.7,37.29,34.3,1002.5,17.7,248,0.66,0.07
14,29,45.7969,41.24417496,-7.114664555,-88.2,-572.89,-88.62,-571.95,153.7,37.29,34.3,1002.5,17.7,246,0.66,0.07
14,29,46.1016,41.24417496,-7.114665508,-88.32,-572.9,-88.7,-571.98,153.7,37.29,34.3,1002.5,17.7,248,0.66,0.07
14,29,46.3984,41.24417496,-7.114666939,-88.38,-572.9,-88.67,-571.91,153.7,38.4,34.3,1002.5,17.7,254,0.73,0.05
14,29,46.6016,41.24417496,-7.114668846,-88.57,-572.92,-89.06,-571.97,153.6,38.4,34.3,1002.5,17.7,243,0.73,0.05
14,29,46.8984,41.24417496,-7.1146698,-88.63,-573.11,-89.09,-572.19,153.6,38.4,34.3,1002.5,17.7,244,0.73,0.05
14,29,47.1016,41.24417496,-7.1146698,-88.63,-572.92,-88.89,-571.96,153.6,39.15,34.3,1002.5,17.7,255,0.75,0.09
14,29,47.3984,41.24417496,-7.114670753,-88.69,-572.93,-88.99,-571.96,153.6,39.15,34.3,1002.5,17.8,253,0.75,0.09
14,29,47.7031,41.24417496,-7.114675045,-89.07,-573.15,-89.48,-572.2,153.6,39.15,34.3,1002.5,17.8,247,0.75,0.09
14,29,48,41.24417496,-7.114676952,-89.25,-573.16,-89.68,-572.21,153.5,38.43,34.3,1002.5,17.8,246,0.75,0.09
14,29,48.2969,41.24417496,-7.114677906,-89.31,-573.17,-89.55,-572.21,153.6,38.43,34.3,1002.5,17.8,256,0.75,0.09
14,29,48.6016,41.24417496,-7.114679813,-89.5,-573.18,-89.84,-572.21,153.6,38.43,34.3,1002.5,17.8,251,0.75,0.09
