T3 - 9Sep_MapMor_GT_832,,,,,,,,,,,,,,,,,,,,
Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column15,Column16,Column17,Column18,Column20,Column23,Column24,Column33,Column34,Column35,Column36
Hour,Min,Sec,Lat,Lon,East,North,Ecrop,N_crop,Alt,Tcanopy,Tambient,Pressure,Humidity,HeadCompass,NDVI,PRI,Row,Irrig,Space,Scholand
11,4,34,41.24416351,-7.114696026,-90.8,-574.94,-91.3,-573.89,152.7,26.15,23.2,1005.1,33.8,245,0.72,0.04,32,60,3,10
11,4,34.2031,41.24416351,-7.114697456,-90.93,-574.95,-91.24,-573.82,152.7,26.15,23.2,1005.1,33.8,255,0.72,0.04,32,60,4,11
11,4,34.5,41.24416351,-7.114699364,-91.11,-574.96,-91.59,-573.89,152.6,26.15,23.2,1005.1,33.8,246,0.75,0.04,32,60,4,11
11,4,34.7031,41.24416351,-7.114700317,-91.18,-574.97,-91.64,-573.94,152.6,25.7,23.2,1005.1,33.7,246,0.75,0.06,32,60,4,11
11,4,35,41.24416351,-7.114702225,-91.36,-574.98,-91.79,-573.97,152.6,25.7,23.2,1005.1,33.7,247,0.75,0.06,32,60,4,11
11,4,35.2031,41.24416351,-7.114703178,-91.42,-574.99,-91.92,-574.02,152.6,25.7,23.2,1005.1,33.7,243,0.75,0.06,32,60,4,11
11,4,35.3984,41.24416351,-7.114703178,-91.42,-574.99,-91.77,-573.99,152.6,26.93,23.2,1005.1,33.7,251,0.75,0.06,32,60,4,11
11,4,35.7031,41.24416351,-7.114705563,-91.67,-574.68,-92.14,-573.78,152.6,26.93,23.2,1005.1,33.8,243,0.75,0.06,32,60,4,11
11,4,36,41.24416351,-7.114706516,-91.8,-574.69,-92.2,-573.77,152.6,26.93,23.2,1005.1,33.8,247,0.75,0.06,32,60,4,11
11,4,36.2031,41.24416351,-7.11470747,-91.86,-574.69,-92.29,-573.74,152.6,26.28,23.2,1005.1,33.8,246,0.67,0.1,32,60,4,11
11,4,36.5,41.24416351,-7.114709377,-91.98,-574.7,-92.44,-573.74,152.6,26.28,23.2,1005.1,33.8,245,0.67,0.1,32,60,4,11
11,4,36.7969,41.24416351,-7.114711285,-92.17,-574.72,-92.56,-573.77,152.6,26.28,23.2,1005.1,33.8,248,0.67,0.1,32,60,4,11
11,4,37,41.24416351,-7.114712715,-92.29,-574.73,-92.73,-573.8,152.6,26.28,23.2,1005.1,33.8,245,0.52,0.01,32,60,4,11
11,4,37.2969,41.24415588,-7.114714622,-92.42,-575.3,-92.88,-574.28,152.6,26.34,23.2,1005.1,33.8,246,0.52,0.01,32,60,4,11
11,4,37.6016,41.24415588,-7.11471653,-92.54,-575.31,-93.04,-574.29,152.6,26.34,23.2,1005.1,33.8,244,0.52,0.01,32,60,4,11
11,4,37.8984,41.24415588,-7.114717484,-92.6,-575.32,-92.93,-574.34,152.6,26.34,23.2,1005.1,33.8,252,0.59,0.02,32,60,4,11
11,4,38.1016,41.24415588,-7.114718437,-92.73,-575.33,-93.05,-574.51,152.5,25.52,23.2,1005.1,33.9,249,0.59,0.02,32,60,4,11
11,4,38.3984,41.24415588,-7.114720821,-92.91,-575.34,-93.25,-574.56,152.5,25.52,23.2,1005.1,33.9,247,0.59,0.02,32,60,4,11
11,4,38.7031,41.24415588,-7.114721775,-92.97,-575.35,-93.32,-574.57,152.5,25.52,23.2,1005.1,33.9,246,0.59,-0.02,32,60,4,11
11,4,38.8984,41.24415588,-7.114722729,-93.1,-575.36,-93.49,-574.51,152.5,27.3,23.2,1005.1,33.9,246,0.67,-0.02,32,60,4,11
11,4,39.2969,41.24415588,-7.114724636,-93.22,-575.37,-93.58,-574.46,152.5,27.3,23.2,1005.1,33.9,249,0.67,-0.02,32,60,4,11
11,4,39.7031,41.24415588,-7.114726543,-93.41,-575.38,0,0,152.5,25.67,23.2,1005.1,33.8,248,0.67,-0.02,32,60,4,11
11,4,40.7031,41.24415588,-7.114731789,-93.84,-575.42,0,0,152.5,0,23.2,1005.1,33.9,245,0,0,32,60,4,11
11,4,41.1016,41.24415588,-7.114733696,-93.97,-575.43,-94.29,-574.47,152.5,0,23.2,1005.1,33.9,252,0,0,32,60,4,11
11,4,41.3984,41.24415588,-7.11473608,-94.21,-575.45,-94.61,-574.48,152.5,25.03,23.2,1005.1,33.9,248,0.73,-0.03,32,60,4,11
11,4,41.7031,41.24414825,-7.114737988,-94.34,-576.5,-94.76,-575.49,152.4,24.64,23.2,1005.1,33.9,248,0.71,-1,32,60,4,11
11,4,42,41.24414825,-7.114738941,-94.4,-576.51,-94.79,-575.57,152.4,24.64,23.2,1005.1,33.9,248,0.72,-1,32,60,4,11
11,4,42.2969,41.24414825,-7.114741802,-94.65,-576.53,-95.1,-575.62,152.4,24.64,23.2,1005.1,34,244,0.72,-1,32,60,4,11
11,4,42.6016,41.24414825,-7.114743233,-94.77,-576.54,-95.2,-575.54,152.4,26.77,23.2,1005.1,34,247,0.66,-1,32,60,4,11
11,4,42.8984,41.24414825,-7.114744186,-94.83,-576.54,-95.19,-575.44,152.4,26.77,23.2,1005.1,34,252,0.66,0.09,32,60,4,11
11,4,43.2031,41.24414825,-7.114746094,-95.02,-576.56,-95.34,-575.46,152.4,26.77,23.2,1005.1,34,254,0.66,0.09,32,60,4,11
11,4,43.3984,41.24414825,-7.114747047,-95.08,-576.56,-95.57,-575.57,152.4,25.5,23.2,1005.1,34,244,0.66,0.09,32,60,4,11
11,4,43.7031,41.24414825,-7.114748955,-95.27,-576.58,0,0,152.4,25.5,23.2,1005.1,34,250,0.66,0.09,32,60,4,11
11,4,44,41.24414825,-7.114751339,-95.45,-576.59,-95.91,-575.52,152.3,0,23.2,1005.1,34,247,0,0,32,60,4,11
11,4,44.2031,41.24414825,-7.114752293,-95.52,-576.6,-96.08,-575.52,152.3,25.79,23.2,1005.1,34,243,0.59,0,32,60,4,11
11,4,44.5,41.24414825,-7.114752293,-95.52,-576.6,-95.91,-575.43,152.4,25.79,23.2,1005.1,34,252,0.59,0.05,32,60,4,11
11,4,44.7969,41.24414825,-7.1147542,-95.7,-576.61,-96.19,-575.47,152.3,25.79,23.2,1005.1,34,247,0.59,0.05,32,60,4,11
11,4,45.1016,41.24414825,-7.114757061,-95.95,-576.63,-96.51,-575.54,152.3,25.22,23.2,1005.1,34,243,0.73,0.02,32,60,4,11
11,4,45.3984,41.24414825,-7.114758492,-96.01,-576.64,-96.58,-575.54,152.3,25.22,23.2,1005.1,34.1,243,0.73,-1,32,60,4,11
11,4,45.6016,41.24414063,-7.114758492,-96.01,-577.53,-96.52,-576.39,152.3,25.22,23.2,1005.1,34.1,246,0.73,-1,32,60,4,11
11,4,45.8984,41.24414063,-7.114759445,-96.14,-577.54,-96.52,-576.38,152.3,25.78,23.2,1005.1,34.1,252,0.73,0.01,,,,
11,4,46.2031,41.24414063,-7.114762306,-96.38,-577.23,-96.83,-576.12,152.2,25.78,23.2,1005.2,34.1,248,0.73,0.0304,,,,
11,4,46.3984,41.24414063,-7.11476326,-96.51,-577.24,-97.08,-576.23,152.2,25.78,23.2,1005.2,34.1,241,0.73,0.0304,,,,
11,4,46.7031,41.24414063,-7.11476326,-96.51,-577.24,-96.85,-576.15,152.3,25.78,23.2,1005.2,34.1,253,0.72,0.0304,,,,
11,4,47,41.24414063,-7.114765644,-96.69,-577.26,-97.03,-576.46,152.2,24.3,23.2,1005.2,34.1,247,0.72,0.07,,,,
11,4,47.2031,41.24414063,-7.114767551,-96.88,-577.27,-97.29,-576.23,152.2,24.3,23.2,1005.2,34,249,0.72,0.07,,,,
11,4,47.5,41.24414063,-7.114769459,-97,-577.28,-97.52,-576.17,152.2,24.3,23.2,1005.2,34,245,0.72,0.07,,,,
11,4,48,41.24414063,-7.114771366,-97.13,-576.96,-97.36,-576.35,152.2,25.08,23.2,1005.2,33.9,250,0.72,0.07,,,,
11,4,48.2969,41.24414063,-7.11477232,-97.25,-576.97,0,0,152.2,25.08,23.2,1005.2,33.9,243,0.72,0.07,,,,
11,4,48.7031,41.24414063,-7.114774704,-97.38,-576.98,-97.69,-575.84,152.2,0,23.2,1005.2,33.9,255,0,-0.07,,,,
11,4,49.2031,41.24414063,-7.114777565,-97.62,-577.19,-98.06,-576.06,152.1,24.07,23.2,1005.2,33.7,249,0.65,0.08,,,,
