T5 - 10Sep_Morning930_GT,,,,,,,,,,,,,,,,,,,,
Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column15,Column16,Column17,Column18,Column20,Column23,Column24,Column33,Column34,Column35,Column36
Hour,Min,Sec,Lat,Lon,East,North,Ecrop,N_crop,Alt,Tcanopy,Tambient,Pressure,Humidity,HeadCompass,NDVI,PRI,Row,Space,Irrig,Scholand
10,28,10.8984,41.24416351,-7.114699364,-91.11,-574.77,-91.55,-573.81,153,25.05,22.2,1003.8,42.3,246,0.67,0.06,32,4,60,-11.25
10,28,11.2031,41.24416351,-7.114700317,-91.18,-574.78,-91.62,-573.85,153,25.05,22.2,1003.8,42.2,245,0,0.06,32,4,60,-11.25
10,28,11.5,41.24416351,-7.114701271,-91.24,-574.78,0,0,153,25.05,22.2,1003.8,42.2,249,0,0.05,32,4,60,-11.25
10,28,11.7031,41.24416351,-7.114703178,-91.42,-574.8,-91.89,-573.89,153,0,22.2,1003.8,42.2,243,0,-1,32,4,60,-11.25
10,28,12.1016,41.24416351,-7.114704609,-91.55,-574.81,-91.99,-573.92,153,0,22.2,1003.8,42.2,244,0.73,-1,32,4,60,-11.25
10,28,12.2969,41.24416351,-7.114705563,-91.67,-574.49,-92.1,-573.59,153,0,22.2,1003.8,42.2,245,0.73,-0.03,32,4,60,-11.25
10,28,12.6016,41.24416351,-7.11470747,-91.86,-574.5,-92.3,-573.66,153,25.56,22.2,1003.8,42.2,243,0.67,-1,32,4,60,-11.25
10,28,12.7969,41.24416351,-7.11470747,-91.86,-574.5,-92.26,-573.65,153,25.56,22.2,1003.8,42.1,245,0.0827,-1,32,4,60,-11.25
10,28,13.1016,41.24416351,-7.114708424,-91.92,-574.51,-92.29,-573.65,153,25.56,22.2,1003.8,42.1,247,0.0827,-1,32,4,60,-11.25
10,28,13.3984,41.24416351,-7.114710331,-92.11,-574.52,-92.55,-573.6,153,25.56,22.2,1003.8,42.1,245,0.0827,-1,32,4,60,-11.25
10,28,13.6016,41.24416351,-7.114711285,-92.17,-574.53,-92.57,-573.61,153,25.56,22.2,1003.8,42.1,247,0.0827,-1,32,4,60,-11.25
10,28,13.8984,41.24416351,-7.114713669,-92.35,-574.54,-92.77,-573.66,153,25.56,22.2,1003.8,42,245,0.0827,-1,32,4,60,-11.25
10,28,14.1016,41.24416351,-7.114714622,-92.42,-574.55,-92.79,-573.73,153,25.07,22.2,1003.8,42,246,0.0827,-0.02,32,4,60,-11.25
10,28,14.3984,41.24416351,-7.11471653,-92.54,-574.56,-92.85,-573.81,152.9,25.07,22.2,1003.8,42,248,0.46,-0.02,32,4,60,-11.25
10,28,14.6016,41.24416351,-7.114717484,-92.6,-574.56,-93.02,-573.75,152.9,25.07,22.2,1003.8,42,243,0.46,-0.02,32,4,60,-11.25
10,28,14.8984,41.24416351,-7.114719868,-92.85,-574.59,-93.29,-573.63,152.9,25.07,22.2,1003.8,42,246,0.46,-0.04,32,4,60,-11.25
10,28,15.1016,41.24416351,-7.114720821,-92.91,-574.59,-93.34,-573.68,152.9,24.35,22.2,1003.8,42,245,0.58,-0.04,32,4,60,-11.25
