T2 - 7Aug_MidSpaces_GT,,,,,,,,,,,,,,,,,,,,,,,
Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column15,Column16,Column17,Column18,Column20,Column23,Column24,Column33,Column34,Column35,Column36,Column37,Column38,Column39
Hour,Min,Sec,Lat,Lon,East,North,Ecrop,N_crop,Alt,Tcanopy,Tambient,Pressure,Humidity,HeadCompass,NDVI,PRImed,Row,Irrig,Space,Scholander,,,
14,53,22.8984,41.24438477,-7.115194798,-132.6,-549.95,-132.69,-549.06,153.6,39.79,49.2,997,13.3,264.71,0.338,0.44,14,60,9,-10.25,,,
14,53,23.2031,41.24438477,-7.115195751,-132.72,-549.96,-132.75,-549.12,153.6,39.79,49.2,997,13.1,268.2,0.338,0.44,14,60,9,-10.25,,,
14,53,23.5,41.24438477,-7.115198612,-132.91,-549.98,-132.94,-549.06,153.6,39.79,49.2,997,13.1,268.37,0.338,0.44,14,60,9,-10.25,,,
14,53,23.7031,41.24437714,-7.115199566,-133.03,-550.88,-133.1,-549.94,153.6,39.14,49.2,997,12.9,265.84,0.81,0.44,14,60,9,-10.25,,,
14,53,24,41.24437714,-7.115200996,-133.16,-550.89,-133.23,-549.97,153.6,39.14,49.2,997,12.9,265.88,0.81,0.44,14,60,9,-10.25,,,
14,53,24.2969,41.24437714,-7.11520195,-133.28,-550.57,-133.3,-549.66,153.6,39.14,49.2,997,13,269.05,0.81,0.44,14,60,9,-10.25,,,
14,53,24.5,41.24437714,-7.115202904,-133.34,-550.58,-133.39,-549.67,153.6,38.35,49.2,997,13,267.31,0.84,0.44,14,60,9,-10.25,,,
14,53,24.7031,41.24437714,-7.115202904,-133.34,-550.58,-133.35,-549.67,153.6,38.35,49.2,997,13.1,269.67,0,0.44,14,60,9,-10.25,,,
14,53,25,41.24437714,-7.115204811,-133.53,-550.59,-133.6,-549.76,153.6,38.35,49.2,997,13.1,265.27,0,0.44,14,60,9,-10.25,,,
14,53,25.2969,41.24437714,-7.115205765,-133.59,-550.6,-133.67,-549.85,153.6,37.68,49.2,997,13.2,264.53,0,0.44,14,60,9,-10.25,,,
14,53,25.5,41.24437714,-7.115205765,-133.59,-550.6,-133.62,-549.85,153.6,37.68,49.2,997,13.2,268.23,0,0.44,14,60,9,-10.25,,,
14,53,25.7969,41.24437714,-7.115208149,-133.78,-550.61,-133.87,-549.77,153.6,37.68,49.2,997,13.4,264.25,0.85,0.44,14,60,9,-10.25,,,
14,53,26.2031,41.24437714,-7.115209103,-133.9,-550.62,-133.95,-549.73,153.6,38.44,49.2,997,13.5,266.87,0.8,0.44,14,60,9,-10.25,,,
14,53,26.5,41.24437714,-7.11521101,-134.02,-550.63,-134.09,-549.71,153.6,38.44,49.2,997,13.5,265.89,0.8,0.36,14,60,10,-12.25,,,
14,53,26.7031,41.24437714,-7.115211964,-134.15,-550.64,-134.27,-549.72,153.6,38.44,49.2,997,13.5,262.91,0.8,0.36,14,60,10,-12.25,,,
14,53,27,41.24437714,-7.115212917,-134.21,-550.65,-134.27,-549.74,153.6,38.41,49.2,997,13.5,266.58,0.8,0.36,14,60,10,-12.25,,,
14,53,27.2969,41.24437714,-7.115212917,-134.21,-550.65,-134.29,-549.78,153.6,38.41,49.2,997,13.5,264.93,0.8,0.36,14,60,10,-12.25,,,
14,53,27.5,41.24437714,-7.115213871,-134.27,-550.65,-134.34,-549.79,153.6,38.41,49.2,997,13.5,265.96,0.8,0.36,14,60,10,-12.25,,,
14,53,27.7969,41.24437714,-7.115216255,-134.46,-550.67,-134.53,-549.78,153.6,38.41,49.2,997,13.6,265.77,0.83,0.36,14,60,10,-12.25,,,
14,53,28.1016,41.24437714,-7.115217209,-134.52,-550.67,-134.6,-549.91,153.6,38.55,49.2,997,13.6,264.16,0.83,0.36,14,60,10,-12.25,,,
14,53,28.3984,41.24437714,-7.115218163,-134.58,-550.68,-134.67,-549.93,153.6,38.55,49.2,997,13.6,263.2,0.83,0.36,14,60,10,-12.25,,,
14,53,28.7969,41.24437714,-7.11522007,-134.77,-550.69,-134.84,-549.94,153.7,39.03,49.2,997,13.6,265.02,0.83,0.36,14,60,10,-12.25,,,
14,53,29.1016,41.24437714,-7.115221024,-134.83,-550.7,-134.95,-549.88,153.7,39.03,49.2,997,13.6,261.84,0.83,0.36,14,60,10,-12.25,,,
14,53,29.5,41.24437714,-7.115221977,-134.89,-550.7,-134.95,-549.82,153.7,39.03,49.2,997,13.6,266.46,0.77,0.36,14,60,10,-12.25,,,
14,53,29.7969,41.24437714,-7.115223408,-135.02,-550.71,-135.11,-549.86,153.7,39.2,49.2,997,13.7,264.08,0.77,0.36,14,60,10,-12.25,,,
14,53,30.1016,41.24436951,-7.115225315,-135.2,-551.58,-135.3,-550.72,153.7,39.2,49.2,997,13.8,263.49,0.74,0.36,14,60,10,-12.25,,,
14,53,30.7969,41.24436951,-7.115228176,-135.45,-551.6,-135.54,-550.85,153.7,39.28,49.3,997,13.8,263.27,0,0.36,14,60,10,-12.25,,,
14,53,31.1016,41.24436951,-7.11522913,-135.51,-551.61,-135.62,-550.87,153.7,39.28,49.3,997,13.8,262,0,0.36,14,60,10,-12.25,,,
14,53,31.3984,41.24436951,-7.11522913,-135.51,-551.61,-135.59,-550.73,153.7,39.66,49.3,997,13.8,265.01,0,0.36,14,60,10,-12.25,,,
14,53,31.7969,41.24436951,-7.115232468,-135.76,-551.63,-135.92,-550.75,153.7,39.66,49.3,997,13.8,260.21,0.8,0.36,14,60,10,-12.25,,,
14,53,32.2031,41.24436951,-7.115233421,-135.88,-551.64,-136.01,-550.7,153.7,39.02,49.3,997,13.8,262.28,0.8,0.36,14,60,10,-12.25,,,
14,53,32.5,41.24436951,-7.115234375,-135.95,-551.64,-136.12,-550.67,153.7,39.02,49.3,997,13.8,260.25,0.77,0.36,14,60,10,-12.25,,,
14,53,32.8984,41.24436951,-7.115236282,-136.13,-551.66,-136.24,-550.68,153.7,39.02,49.3,997,13.8,263.63,0.77,0.36,14,60,10,-12.25,,,
14,53,33.2031,41.24436951,-7.115237236,-136.19,-551.66,-136.3,-550.8,153.7,39.2,49.3,997,13.6,263.32,0.77,0.36,14,60,10,-12.25,,,
14,53,33.5,41.24436951,-7.115238667,-136.32,-551.67,-136.41,-550.87,153.7,39.2,49.3,997,13.6,264.3,0.79,0.36,14,60,10,-12.25,,,
14,53,33.7031,41.24436951,-7.11523962,-136.38,-551.68,-136.46,-550.87,153.7,39.2,49.3,997,13.4,264.45,0.79,0.36,14,60,10,-12.25,,,
14,53,34,41.24436951,-7.115240574,-136.44,-551.68,-136.48,-550.74,153.7,39.1,49.3,997,13.4,268.13,0.79,0.36,14,60,10,-12.25,,,
14,53,34.2969,41.24436951,-7.115243435,-136.69,-551.7,-136.85,-550.77,153.7,39.1,49.3,997,13,260.53,0.73,0.36,14,60,10,-12.25,,,
14,53,34.5,41.24436951,-7.115243435,-136.69,-551.7,-136.82,-550.75,153.7,39.1,49.3,997,13,262.69,0.73,0.36,14,60,10,-12.25,,,
14,53,34.7969,41.24436951,-7.115244389,-136.81,-551.71,-136.92,-550.95,153.7,39.1,49.3,997,12.9,262.36,0.73,0.36,14,60,10,-12.25,,,
14,53,35.1016,41.24436951,-7.115245342,-136.88,-551.72,-136.94,-551.12,153.7,38.41,49.2,997,12.9,264.97,0.73,0.36,14,60,10,-12.25,,,
14,53,35.3984,41.24436951,-7.115246773,-136.94,-551.72,-137,-551.06,153.8,38.41,49.2,997,12.9,265.59,0.73,0.36,14,60,10,-12.25,,,
14,53,35.7969,41.24436188,-7.11524868,-137.12,-552.97,-137.19,-552.33,153.8,38.21,49.2,997,12.9,264.09,0.84,0.36,14,60,10,-12.25,,,
14,53,36.1016,41.24436188,-7.115249634,-137.19,-552.97,-137.27,-552.24,153.8,38.21,49.2,997,12.9,263.87,0.093,0.36,14,60,10,-12.25,,,
14,53,36.5,41.24436188,-7.115251541,-137.37,-552.99,-137.45,-552.33,153.8,38.21,49.2,997,12.9,263.44,0.093,0.36,14,60,10,-12.25,,,
14,53,36.8984,41.24436188,-7.115253925,-137.56,-553,-137.66,-552.41,153.8,38.4,49.2,997,12.9,260.81,0.86,0.36,14,60,10,-12.25,,,
14,53,37.2031,41.24436188,-7.115253925,-137.56,-553,-137.62,-552.37,153.8,38.4,49.2,997,12.9,265.04,0.86,0.36,14,60,10,-12.25,,,
14,53,37.6016,41.24436188,-7.115254879,-137.62,-553.01,-137.69,-552.19,153.8,37.77,49.2,997,12.9,265.69,0.81,0.36,14,60,10,-12.25,,,
14,53,37.8984,41.24436188,-7.115256786,-137.87,-552.7,-137.99,-551.87,153.8,37.77,49.2,997,13,262.35,0.81,0.36,14,60,10,-12.25,,,
14,53,38.3984,41.24436188,-7.11525774,-137.93,-552.7,-138.05,-551.84,153.8,38.49,49.2,997,13.1,262.35,0.82,0.36,14,60,10,-12.25,,,
14,53,38.7969,41.24436188,-7.115259647,-138.12,-552.72,-138.24,-551.77,153.8,38.49,49.2,997,13.1,263.15,0.82,0.36,14,60,10,-12.25,,,
14,53,39.2031,41.24436188,-7.115260601,-138.18,-552.72,-138.25,-551.75,153.8,38.84,49.2,997,13.2,266.09,0.82,0.36,14,60,10,-12.25,,,
14,53,39.6016,41.24436188,-7.115262985,-138.36,-552.74,-138.57,-551.71,153.8,38.84,49.2,997,13.2,258.8,0.82,0.36,14,60,10,-12.25,,,
14,53,40,41.24436188,-7.115263939,-138.43,-552.74,-138.54,-551.77,153.8,38.78,49.2,997,13.2,264.1,0.84,0.36,14,60,10,-12.25,,,
14,53,40.3984,41.24436188,-7.115264893,-138.55,-552.75,-138.77,-551.84,153.8,38.78,49.2,997,13.2,256.73,0.84,0.36,14,60,10,-12.25,,,
14,53,40.7969,41.24436188,-7.115265846,-138.61,-552.76,-138.75,-551.83,153.8,38.78,49.2,997,13.3,261.87,0.81,0.36,14,60,10,-12.25,,,
14,53,41.2031,41.24436188,-7.115264893,-138.55,-552.75,-138.67,-551.82,153.8,39.23,49.2,997,13.5,263.12,0.81,0.36,14,60,10,-12.25,,,
14,53,41.6016,41.24436188,-7.115264893,-138.55,-552.75,-138.69,-551.82,153.8,39.23,49.2,997,13.8,261.94,0.81,0.36,14,60,10,-12.25,,,
14,55,50.5,41.24422073,-7.115646362,-170.49,-568.16,-170.58,-567.47,154.6,37,48.2,996,13.6,262.82,0.75,0.49,14,60,18,-14.75,,,
14,55,50.7031,41.24422073,-7.115647316,-170.55,-568.17,-170.61,-567.52,154.6,37,48.2,996,13.5,265.57,0.77,0.49,14,60,18,-14.75,,,
14,55,51.1016,41.24422073,-7.11564827,-170.67,-568.18,-170.74,-567.22,154.6,36.93,48.1,996,13.5,266.22,0.77,0.49,14,60,18,-14.75,,,
14,55,51.3984,41.24422073,-7.115650654,-170.86,-568.19,-171,-567.24,154.6,36.93,48.1,996,13.5,261.77,0.76,0.49,14,60,18,-14.75,,,
14,55,51.7969,41.24422073,-7.115652561,-171.05,-568.21,-171.14,-567.33,154.6,36.87,48.1,996,13.5,264.27,0.76,0.49,14,60,18,-14.75,,,
14,55,52.1016,41.24422073,-7.115653515,-171.11,-568.21,-171.21,-567.38,154.6,36.87,48.1,996,13.5,263.51,0.76,0.49,14,60,18,-14.75,,,
14,55,52.3984,41.24422073,-7.115654469,-171.17,-568.22,-171.26,-567.42,154.6,36.87,48.1,996,13.6,263.96,0.8,0.49,14,60,18,-14.75,,,
14,55,52.7031,41.24422073,-7.115655422,-171.23,-568.22,-171.31,-567.44,154.6,36.24,48.1,996,13.6,264.81,0.8,0.49,14,60,18,-14.75,,,
14,55,52.8984,41.24422073,-7.115656376,-171.36,-568.23,-171.47,-567.44,154.6,36.24,48.1,996,13.6,262.24,0.8,0.49,14,60,18,-14.75,,,
14,55,53.2031,41.24422073,-7.11565733,-171.42,-568.24,-171.52,-567.42,154.6,36.24,48.1,996,13.7,263.42,0.8,0.49,14,60,18,-14.75,,,
14,55,53.7031,41.24422073,-7.115660667,-171.67,-568.26,-171.79,-567.41,154.7,36.1,48,996,13.8,262.25,0.8,0.49,14,60,18,-14.75,,,
14,55,54,41.24422073,-7.115661621,-171.73,-568.26,-171.83,-567.41,154.7,36.1,48,996,13.8,263.57,0.73,0.49,14,60,18,-14.75,,,
14,55,54.2031,41.24422073,-7.115661621,-171.73,-568.26,-171.85,-567.42,154.7,36.1,48,996,13.8,262.46,0.73,0.49,14,60,18,-14.75,,,
14,55,54.5,41.24422073,-7.115662575,-171.79,-568.27,-171.85,-567.43,154.7,36.33,48,996,13.8,266.54,0.73,0.49,14,60,18,-14.75,,,
14,55,54.7031,41.24422073,-7.115663528,-171.85,-568.27,-171.88,-567.45,154.7,36.33,48,996,13.9,267.93,0.76,0.49,14,60,18,-14.75,,,
14,55,55,41.24422073,-7.115665913,-172.1,-568.29,-172.28,-567.42,154.7,36.33,48,996,13.9,258.81,0.76,0.49,14,60,18,-14.75,,,
14,55,55.2031,41.24422073,-7.115666866,-172.16,-568.3,-172.31,-567.43,154.7,36.33,48,996,14,260.58,0.76,0.49,14,60,18,-14.75,,,
14,55,55.5,41.24422073,-7.11566782,-172.23,-568.3,-172.31,-567.38,154.7,36.33,48,996,14,265.48,0.76,0.49,14,60,18,-14.75,,,
14,55,55.7031,41.24422073,-7.115668774,-172.35,-568.31,-172.49,-567.38,154.7,36.33,48,996,14,261.65,0,0.49,14,60,18,-14.75,,,
14,55,56,41.24422073,-7.115669727,-172.41,-568.65,-172.49,-567.73,154.7,36.33,48,996,14,265.2,0,0.49,14,60,18,-14.75,,,
14,55,56.2969,41.24422073,-7.115670681,-172.54,-568.14,-172.64,-567.32,154.7,36.38,47.9,996,13.9,263.62,0.72,0.49,14,60,18,-14.75,,,
14,55,56.6016,41.2442131,-7.115672588,-172.72,-569.24,-172.83,-568.41,154.7,36.38,47.9,996,13.9,263.1,0.72,0.49,14,60,18,-14.75,,,
14,55,56.7969,41.2442131,-7.115672588,-172.72,-569.24,-172.91,-568.32,154.7,36.38,47.9,996,13.9,258.41,0.72,0.49,14,60,18,-14.75,,,
14,55,57.1016,41.2442131,-7.115674019,-172.85,-569.25,-172.92,-568.3,154.7,36.7,47.9,996,13.9,266.41,0.72,0.49,14,60,18,-14.75,,,
14,55,57.6016,41.2442131,-7.115675926,-172.97,-569.26,-173.08,-568.35,154.7,36.7,47.9,996,13.9,263.33,0.72,0.49,14,60,18,-14.75,,,
14,55,57.8984,41.2442131,-7.11567688,-173.09,-569.27,-173.19,-568.32,154.7,36.04,47.9,996,13.9,264.61,0.72,0.49,14,60,18,-14.75,,,
14,55,58.1016,41.2442131,-7.115677834,-173.16,-569.28,-173.31,-568.28,154.7,36.04,47.9,996,13.9,261.69,0.8,0.49,14,60,18,-14.75,,,
14,55,58.3984,41.2442131,-7.115679741,-173.28,-569.29,-173.42,-568.34,154.7,36.04,47.9,996,14,261.9,0.8,0.49,14,60,18,-14.75,,,
14,55,58.7031,41.2442131,-7.115681171,-173.4,-569.3,-173.53,-568.39,154.7,35.96,47.9,996,14,262.28,0.8,0.49,14,60,18,-14.75,,,
14,55,59,41.2442131,-7.115682125,-173.53,-569.12,-173.62,-568.25,154.7,35.96,47.9,996,14,264.36,0.81,0.49,14,60,18,-14.75,,,
14,55,59.2969,41.2442131,-7.115683079,-173.59,-569.31,-173.71,-568.42,154.7,35.96,47.8,996,14,262.85,0.81,0.49,14,60,18,-14.75,,,
14,55,59.6016,41.2442131,-7.115684032,-173.65,-569.32,-173.75,-568.39,154.7,36.15,47.8,996,14,264.11,0.81,0.49,14,60,18,-14.75,,,
14,55,59.7969,41.2442131,-7.115684986,-173.78,-569.33,-173.87,-568.39,154.7,36.15,47.8,996,13.9,265.04,0.81,0.49,14,60,18,-14.75,,,
14,56,0.101563,41.2442131,-7.115686893,-173.9,-569.34,-174.08,-568.39,154.7,36.15,47.8,996,13.9,259.88,0.81,0.49,14,60,18,-14.75,,,
14,56,0.5,41.2442131,-7.115689278,-174.09,-569.16,-174.14,-568.21,154.7,36.15,47.8,996,13.9,267.03,0.79,0.49,14,60,18,-14.75,,,
14,56,0.703125,41.2442131,-7.115690231,-174.15,-569.17,-174.25,-568.28,154.7,36.15,47.8,996,13.9,263.98,0.79,0.49,14,60,18,-14.75,,,
14,56,1.10156,41.2442131,-7.115691185,-174.27,-569.18,-174.32,-568.31,154.7,36.15,47.8,996,13.9,267.29,0.79,0.49,14,60,18,-14.75,,,
14,56,1.39844,41.24420547,-7.115693092,-174.4,-569.9,-174.43,-569.03,154.7,36.17,47.7,996,13.8,268.15,0.79,0.49,14,60,18,-14.75,,,
14,56,1.60156,41.24420547,-7.115694046,-174.52,-569.91,-174.61,-569.03,154.7,36.17,47.7,996,13.8,264.5,0.79,0.49,14,60,18,-14.75,,,
14,56,1.79688,41.24420547,-7.115694046,-174.52,-569.91,-174.57,-569.03,154.7,36.17,47.7,996,13.8,266.93,0.79,0.49,14,60,18,-14.75,,,
14,56,2.20313,41.24420547,-7.11569643,-174.71,-569.92,-174.8,-569.01,154.7,35.86,47.7,996,13.9,264.5,0.79,0.49,14,60,18,-14.75,,,
14,56,2.39844,41.24420547,-7.115697384,-174.77,-569.93,-174.92,-568.97,154.7,35.86,47.7,996,13.9,261.43,0.79,0.49,14,60,18,-14.75,,,
14,56,2.79688,41.24420547,-7.115698338,-174.83,-569.93,-174.9,-568.93,154.7,35.86,47.7,996,13.9,266.45,0.79,0.49,14,60,18,-14.75,,,
14,56,3.10156,41.24420547,-7.115699291,-174.89,-569.94,-174.96,-569,154.7,35.61,47.7,996,13.9,265.86,0.79,0.49,14,60,18,-14.75,,,
14,56,3.39844,41.24420547,-7.115700245,-175.02,-569.95,-175.1,-569.02,154.7,35.61,47.6,996,14,265.71,0.79,0.49,14,60,18,-14.75,,,
14,56,3.60156,41.24420547,-7.115701199,-175.08,-569.95,-175.17,-569.02,154.7,35.61,47.6,996,14,264.69,0.79,0.49,14,60,18,-14.75,,,
14,56,4,41.24420547,-7.115703106,-175.26,-569.97,-175.43,-569.05,154.7,35.61,47.6,996,14,259.85,0.79,0.49,14,60,18,-14.75,,,
14,56,4.20313,41.24420547,-7.115703106,-175.26,-569.97,-175.36,-569.05,154.7,35.61,47.6,996,14,263.97,0.79,0.49,14,60,18,-14.75,,,
14,56,4.5,41.24420547,-7.115704536,-175.39,-569.98,-175.49,-569.06,154.7,35.61,47.6,996,14,263.89,0.79,0.49,14,60,18,-14.75,,,
14,56,4.70313,41.24420547,-7.11570549,-175.45,-569.98,-175.5,-569.07,154.7,35.73,47.6,996,14.1,266.93,0.82,0.49,14,60,18,-14.75,,,
14,56,5,41.24420547,-7.115707397,-175.57,-570,-175.73,-569.08,154.7,35.73,47.6,996,14.1,260.27,0.82,0.49,14,60,18,-14.75,,,
14,56,5.29688,41.24420547,-7.115708351,-175.64,-570,-175.75,-569.06,154.7,35.73,47.6,996,14.2,263.37,0.82,0.34,14,60,19,-16,,,
14,56,5.5,41.24420547,-7.115709305,-175.76,-570.01,-175.88,-569.06,154.7,35.73,47.6,996,14.2,263.14,0.82,0.34,14,60,19,-16,,,
14,56,5.79688,41.24420547,-7.115710258,-175.82,-570.02,-175.89,-569.07,154.7,35.73,47.6,996,14.3,265.95,0.82,0.34,14,60,19,-16,,,
14,56,6.10156,41.24420547,-7.115711689,-175.95,-570.03,-176.07,-569.05,154.7,35.73,47.6,996,14.3,263.2,0.8,0.34,14,60,19,-16,,,
14,56,6.39844,41.24420547,-7.115712643,-176.01,-570.03,-176.09,-569.05,154.7,35.73,47.5,996,14.3,265.51,0.8,0.34,14,60,19,-16,,,
14,56,6.60156,41.24420547,-7.115713596,-176.07,-570.04,-176.22,-569.1,154.7,35.73,47.5,996,14.3,261.34,0.8,0.34,14,60,19,-16,,,
14,56,6.89844,41.24420547,-7.11571455,-176.19,-569.71,-176.28,-568.91,154.7,35.73,47.5,996,14.5,263.84,0.8,0.34,14,60,19,-16,,,
14,56,7.10156,41.24420547,-7.11571455,-176.19,-569.71,-176.33,-568.98,154.7,35.73,47.5,996,14.5,259.42,0.8,0.34,14,60,19,-16,,,
14,56,7.39844,41.24419785,-7.115715504,-176.26,-571.32,-176.32,-570.5,154.7,35.73,47.5,996,14.5,266.34,0.8,0.34,14,60,19,-16,,,
14,56,7.79688,41.24419785,-7.115717411,-176.44,-571.34,-176.55,-570.48,154.7,35.73,47.5,996,14.5,263.37,0.77,0.34,14,60,19,-16,,,
14,56,8.10156,41.24419785,-7.115718365,-176.5,-571.34,-176.58,-570.44,154.7,35.98,47.5,996,14.5,265.21,0.77,0.34,14,60,19,-16,,,
14,56,8.39844,41.24419785,-7.115721703,-176.75,-571.36,-176.84,-570.54,154.7,35.98,47.5,996,14.6,263.95,0.77,0.34,14,60,19,-16,,,
14,56,8.60156,41.24419785,-7.115721703,-176.75,-571.36,-176.94,-570.54,154.7,35.98,47.5,996,14.6,257.41,0.74,0.34,14,60,19,-16,,,
14,56,8.79688,41.24419785,-7.115721703,-176.75,-571.36,-176.82,-570.51,154.7,35.98,47.4,996,14.6,265.68,0.74,0.34,14,60,19,-16,,,
14,56,9.10156,41.24419785,-7.115722656,-176.81,-571.37,-176.89,-570.52,154.7,36.14,47.4,996,14.6,265.03,0.74,0.34,14,60,19,-16,,,
14,56,9.39844,41.24419785,-7.11572361,-176.94,-571.38,-177.08,-570.5,154.7,36.14,47.4,996,14.3,261.43,0.74,0.34,14,60,19,-16,,,
14,56,10,41.24419785,-7.115727901,-177.31,-571.08,-177.44,-570.2,154.7,36.15,47.4,996,14,261.8,0.72,0.34,14,60,19,-16,,,
14,56,10.3984,41.24419785,-7.115728855,-177.37,-571.08,-177.47,-570.14,154.7,36.15,47.4,996,13.9,264.28,0.0723,0.34,14,60,19,-16,,,
14,56,10.6016,41.24419785,-7.115728855,-177.37,-571.08,-177.42,-570.2,154.7,36.15,47.4,996,13.8,267.07,0.0723,0.34,14,60,19,-16,,,
14,56,10.8984,41.24419785,-7.115730762,-177.56,-571.1,-177.65,-570.22,154.7,36.15,47.4,996,13.8,264.7,0.73,0.34,14,60,19,-16,,,
14,56,11.2031,41.24419785,-7.115731716,-177.62,-571.1,-177.73,-570.22,154.7,36.15,47.3,996,13.8,263.33,0.73,0.34,14,60,19,-16,,,
14,56,11.5,41.24419785,-7.11573267,-177.74,-571.11,-177.84,-570.24,154.7,36.57,47.3,996,13.8,263.68,0.73,0.34,14,60,19,-16,,,
14,56,11.7031,41.24419785,-7.115733624,-177.81,-571.12,-177.9,-570.25,154.7,36.57,47.3,996,13.9,264.2,0.79,0.34,14,60,19,-16,,,
14,56,12,41.24419785,-7.115735054,-177.93,-571.13,-178.01,-570.27,154.7,36.57,47.3,996,13.9,265.01,0.79,0.34,14,60,19,-16,,,
14,56,12.2969,41.24419785,-7.115736008,-177.99,-571.13,-178.06,-570.24,154.7,36.97,47.3,996,14,265.58,0.79,0.34,14,60,19,-16,,,
14,56,12.6016,41.24419785,-7.115737915,-178.18,-571.15,-178.29,-570.19,154.7,36.97,47.3,996,14,263.51,0.78,0.34,14,60,19,-16,,,
14,56,12.8984,41.24419022,-7.115739822,-178.3,-572.01,-178.41,-571.16,154.7,36.97,47.3,996,14.1,262.76,0.78,0.34,14,60,19,-16,,,
14,56,13.2031,41.24419022,-7.115740776,-178.36,-572.02,-178.43,-571.13,154.7,37.03,47.3,996,14.2,265.91,0.78,0.34,14,60,19,-16,,,
14,56,13.5,41.24419022,-7.115742207,-178.55,-572.03,-178.63,-571.15,154.7,37.03,47.3,996,14.2,264.92,0.78,0.34,14,60,19,-16,,,
14,56,13.7031,41.24419022,-7.11574316,-178.61,-572.04,-178.7,-571.16,154.7,37.03,47.3,996,14.3,264.41,0.78,0.34,14,60,19,-16,,,
14,56,13.8984,41.24419022,-7.11574316,-178.61,-572.04,-178.67,-571.19,154.7,37.03,47.3,996,14.3,266.11,0.78,0.34,14,60,19,-16,,,
14,56,14.2031,41.24419022,-7.115744114,-178.68,-572.04,-178.82,-571.18,154.7,36.27,47.2,996,14.4,260.89,0.74,0.34,14,60,19,-16,,,
14,56,14.5,41.24419022,-7.115745068,-178.74,-572.05,-178.79,-571.22,154.7,36.27,47.2,996,14.4,267.22,0.74,0.34,14,60,19,-16,,,
14,56,14.7969,41.24419022,-7.115746021,-178.86,-572.06,-178.93,-571.22,154.7,36.27,47.2,996,14.3,265.56,0.74,0.34,14,60,19,-16,,,
14,56,15.1016,41.24419022,-7.115746975,-178.92,-572.06,-178.96,-571.21,154.7,36.89,47.2,996,14.3,267.7,0.68,0.34,14,60,19,-16,,,
14,56,15.2969,41.24419022,-7.115747929,-178.99,-572.07,-179.07,-571.21,154.7,36.89,47.2,996,14.2,265.23,0.68,0.34,14,60,19,-16,,,
14,56,15.6016,41.24419022,-7.115748882,-179.05,-572.07,-179.12,-571.2,154.7,36.89,47.2,996,14.2,265.74,0.68,0.34,14,60,19,-16,,,
14,56,15.8984,41.24419022,-7.115750313,-179.23,-572.09,-179.3,-571.2,154.8,36.65,47.2,996,14.2,265.59,0.76,0.34,14,60,19,-16,,,
14,56,16.1016,41.24419022,-7.115751266,-179.3,-572.09,-179.34,-571.18,154.8,36.65,47.2,996,14.2,267.55,0.76,0.34,14,60,19,-16,,,
14,56,16.3984,41.24419022,-7.115753174,-179.48,-571.78,-179.63,-570.87,154.8,36.65,47.2,996,14.2,261,0.76,0.34,14,60,19,-16,,,
14,56,16.7031,41.24419022,-7.115755081,-179.67,-571.79,-179.82,-570.88,154.7,36.65,47.2,996,14.2,260.86,0.76,0.34,14,60,19,-16,,,
14,56,16.8984,41.24419022,-7.115755081,-179.67,-571.79,-179.77,-570.87,154.7,36.65,47.2,996,14.2,263.91,0.72,0.34,14,60,19,-16,,,
14,56,17.2031,41.24419022,-7.115755081,-179.67,-571.79,-179.75,-570.87,154.7,36.65,47.2,996,14.3,265.59,0.72,0.34,14,60,19,-16,,,
14,56,17.5,41.24419022,-7.115754128,-179.61,-571.79,-179.67,-570.88,154.7,36.65,47.2,996,14.3,266.63,0.72,0.34,14,60,19,-16,,,
14,56,17.7031,41.24419022,-7.115754128,-179.61,-571.79,-179.69,-570.87,154.7,36.56,47.1,996,14.5,265.54,0.72,0.34,14,60,19,-16,,,
14,56,18,41.24419022,-7.115754128,-179.61,-571.79,-179.68,-570.87,154.7,36.56,47.1,996,14.5,266.02,0.72,0.34,14,60,19,-16,,,
15,6,50.8984,41.24445724,-7.114799023,-99.42,-542,-99.43,-541.31,154.4,41.71,49.7,996,12.6,269.77,0.71,0.24,17,15,3,-17,,,
15,6,51.2969,41.24445724,-7.11480093,-99.61,-542.02,-99.7,-541.31,154.4,41.76,49.7,996,12.6,263.42,0.74,0.24,17,15,3,-17,,,
15,6,51.7031,41.24444962,-7.114801884,-99.67,-542.92,-99.72,-542.2,154.4,41.76,49.7,996,12.6,266.76,0.74,0.24,17,15,3,-17,,,
15,6,52.1016,41.24444962,-7.114805222,-99.98,-542.94,-100.07,-542.35,154.4,41.14,49.6,996,12.6,262.3,0.76,0.24,17,15,3,-17,,,
15,6,52.5,41.24444962,-7.114806175,-100.04,-542.95,-100.09,-542.3,154.4,41.14,49.6,996,12.6,266.52,0.76,0.24,17,15,3,-17,,,
15,6,52.7969,41.24444962,-7.114808083,-100.23,-542.96,0,0,154.4,41.14,49.6,996,12.6,260.87,0.76,0.24,17,15,3,-17,,,
15,6,53.2031,41.24444962,-7.11480999,-100.35,-542.97,-100.4,-542.35,154.4,0,49.6,996,12.6,265.62,0,0.24,17,15,3,-17,,,
15,6,53.6016,41.24444962,-7.11481142,-100.47,-542.98,-100.56,-542.32,154.4,41.53,49.6,996,12.6,262.7,0.75,0.24,17,15,3,-17,,,
