Hour,Min,Sec,Lat,Lon,East,North,Ecrop,N_crop,Alt,Tcanopy,Tambient,Pressure,Humidity,HeadCompass,NDVI,PRI,Row,Irrig,Space,Scholand,NDVI_PRI_INDEX
10,25,25.8983,41.24461364,-7.11490488,-108.34,-524.75,-108.37,-523.7,155.5,28.96,36.8,997,27,268.57,0.74,0.21,8,15,3,-9.75,0.1554
10,25,25.8984,41.24461365,-7.114904881,-108.35,-524.76,-108.38,-523.8,155.6,28.97,36.9,998,27.1,268.58,0.74,0.21,8,15,3,-9.75,0.1554
10,25,26.1016,41.24461365,-7.114906788,-108.47,-524.77,-108.61,-523.89,155.6,28.97,36.9,998,27.1,261.06,0.73,0.18,8,15,3,-9.75,0.1314
10,25,26.3984,41.24461365,-7.114907742,-108.6,-524.78,-108.7,-523.93,155.6,28.97,36.9,998,27.1,263.5,0.73,0.18,8,15,3,-9.75,0.1314
10,25,26.6016,41.24461365,-7.114907742,-108.6,-524.78,-108.69,-523.93,155.6,28.97,36.9,998,27.1,264.18,0.74,0.18,8,15,3,-9.75,0.1332
10,25,26.8984,41.24461365,-7.114909649,-108.72,-524.79,-108.84,-523.91,155.5,28.97,36.9,998,27,262.83,0.74,0.1,8,15,3,-9.75,0.074
10,25,27.2031,41.24461365,-7.114911079,-108.84,-524.8,-108.97,-523.88,155.5,28.97,36.9,998,27,262.03,0.74,0.1,8,15,3,-9.75,0.074
10,25,27.3984,41.24461365,-7.114912033,-108.91,-524.8,-109,-523.82,155.5,28.97,36.9,998,27,265.12,0.74,0.1,8,15,3,-9.75,0.074
10,25,27.6016,41.24461365,-7.114912033,-108.91,-524.8,-109.08,-523.85,155.5,29.69,36.9,998,27,260.28,0.67,0.23,8,15,3,-9.75,0.1541
10,25,27.8984,41.24461365,-7.114912987,-108.97,-524.81,-109.02,-523.89,155.5,29.69,36.9,998,27,267.23,0.67,0.23,8,15,3,-9.75,0.1541
10,25,28.2031,41.24461365,-7.114914894,-109.15,-524.82,-109.26,-523.86,155.5,29.69,36.9,998,27,263.87,0.67,0.23,8,15,3,-9.75,0.1541
10,25,28.5,41.24461365,-7.114916801,-109.34,-524.84,-109.45,-523.85,155.5,29.69,36.9,998,27,264.01,0.67,0.23,8,15,3,-9.75,0.1541
10,25,28.7031,41.24461365,-7.114918232,-109.46,-524.85,-109.64,-523.89,155.5,29.69,36.9,998,27,259.81,0.67,0.23,8,15,3,-9.75,0.1541
10,25,29,41.24461365,-7.114918232,-109.46,-524.85,-109.53,-523.87,155.5,29.69,36.9,998,27,266.1,0.65,0.23,8,15,3,-9.75,0.1495
10,25,29.2969,41.24461365,-7.114919186,-109.53,-524.85,-109.5,-523.9,155.5,25.93,36.9,998,27.1,272.01,0.65,0.24,8,15,3,-9.75,0.156
10,25,29.5,41.24461365,-7.114921093,-109.65,-524.86,-109.8,-523.89,155.5,25.93,36.9,998,27.1,261.81,0.65,0.24,8,15,3,-9.75,0.156
10,25,29.7969,41.24461365,-7.114923,-109.84,-524.88,-109.98,-523.89,155.4,25.93,36.9,998,27.1,262.42,0.61,0.24,8,15,3,-9.75,0.1464
10,25,30.1016,41.24461365,-7.114923954,-109.9,-524.88,-109.95,-523.95,155.4,25.93,36.9,998,27.1,267.54,0.61,0.3,8,15,3,-9.75,0.183
10,25,30.3984,41.24460602,-7.114924908,-109.96,-525.6,-110.11,-524.71,155.4,25.93,36.9,998,27.2,260.54,0.61,0.3,8,15,3,-9.75,0.183
10,25,30.7031,41.24460602,-7.114926338,-110.21,-525.29,-110.26,-524.38,155.4,25.93,36.9,998,27.1,267.5,0.72,0.3,8,15,3,-9.75,0.216
10,25,31,41.24460602,-7.114927292,-110.27,-525.29,-110.33,-524.39,155.4,25.87,36.9,998,27.1,266.29,0.72,0.22,8,15,3,-9.75,0.1584
10,25,31.2031,41.24460602,-7.114928246,-110.33,-525.3,-110.39,-524.46,155.4,25.87,36.9,998,27.1,266.36,0.72,0.22,8,15,3,-9.75,0.1584
10,25,31.3984,41.24460602,-7.114930153,-110.46,-525.31,-110.54,-524.46,155.4,25.87,36.9,998,27.1,264.94,0.71,0.22,8,15,3,-9.75,0.1562
10,25,31.7031,41.24460602,-7.114931107,-110.58,-525.32,-110.68,-524.49,155.4,25.87,36.9,998,27.1,263.5,0.71,0.16,8,15,3,-9.75,0.1136
10,25,31.8984,41.24460602,-7.11493206,-110.64,-525.32,-110.7,-524.51,155.4,27.83,36.9,998,27.1,266.4,0.71,0.16,8,15,3,-9.75,0.1136
10,25,32.1016,41.24460602,-7.114933491,-110.77,-525.33,0,0,155.4,27.83,36.9,998,27.1,264.19,0.71,0.16,8,15,3,-9.75,0.1136
10,25,32.2969,41.24460602,-7.114934444,-110.89,-525.34,-110.99,-524.51,155.4,0,36.9,998,27.1,263.55,0,0,8,15,3,-9.75,0
10,25,32.6016,41.24460602,-7.114935398,-110.95,-525.35,-111.01,-524.49,155.3,0,36.9,998,27.1,266.47,0,0,8,15,3,-9.75,0
10,25,32.8984,41.24460602,-7.114936352,-111.01,-525.35,-111.09,-524.5,155.3,0,36.9,998,27.1,265.05,0,0,8,15,3,-9.75,0
10,25,33.2031,41.24460602,-7.114937305,-111.08,-525.36,-111.15,-524.48,155.3,0,36.9,998,27.1,265.67,0.75,0,8,15,3,-9.75,0
10,25,33.3984,41.24460602,-7.114938259,-111.14,-525.36,-111.16,-524.47,155.3,0,36.9,998,27.1,268.76,0.75,0.21,8,15,3,-9.75,0.1575
10,25,33.7031,41.24460602,-7.114939213,-111.2,-525.37,-111.27,-524.43,155.3,30.44,36.9,998,27.1,266.34,0.75,0.21,8,15,3,-9.75,0.1575
10,25,33.8984,41.24460602,-7.114940166,-111.26,-525.37,-111.35,-524.43,155.3,30.44,36.9,998,27.1,264.97,0.76,0.21,8,15,3,-9.75,0.1596
10,25,34.2031,41.24460602,-7.114941597,-111.39,-525.38,-111.48,-524.49,155.3,30.44,36.9,998,27.1,264.4,0.76,0.29,8,15,3,-9.75,0.2204
10,25,34.5,41.24460602,-7.114942551,-111.51,-525.39,-111.56,-524.56,155.3,30.44,36.9,998,27.1,266.93,0.76,0.29,8,15,3,-9.75,0.2204
10,25,34.7031,41.24460602,-7.114943504,-111.57,-525.4,-111.67,-524.56,155.3,30.44,36.9,998,27.1,263.89,0.73,0.29,8,15,3,-9.75,0.2117
10,25,35.2031,41.24460602,-7.114946365,-111.76,-525.41,-111.83,-524.5,155.3,28.3,36.9,998,27.1,265.68,0.73,0.17,8,15,3,-9.75,0.1241
10,25,35.5,41.24460602,-7.114947319,-111.88,-525.42,-111.93,-524.55,155.3,28.3,36.9,998,27.1,267.32,0.75,0.17,8,15,3,-9.75,0.1275
10,25,35.7969,41.24459457,-7.114949703,-112.07,-526.71,-112.18,-525.84,155.3,28.3,36.9,998,27.2,263.31,0.75,0.29,8,15,3,-9.75,0.2175
10,25,36.1016,41.24459457,-7.114950657,-112.19,-526.72,-112.27,-525.83,155.2,28.3,36.9,998,27.2,264.95,0.75,0.29,8,15,3,-9.75,0.2175
10,25,36.2969,41.24459457,-7.114950657,-112.19,-526.72,-112.27,-525.83,155.2,28.3,36.9,998,27.2,265.53,0.75,0.29,8,15,3,-9.75,0.2175
10,25,36.6016,41.24459457,-7.114951611,-112.25,-526.73,-112.29,-526,155.2,28.3,36.9,998,27.2,267.47,0.75,0.29,8,15,3,-9.75,0.2175
10,25,36.7969,41.24459457,-7.114952564,-112.32,-526.73,-112.37,-526,155.2,28.8,36.9,998,27.2,266.17,0.75,0.29,8,15,3,-9.75,0.2175
10,25,37.2031,41.24459457,-7.114954472,-112.44,-526.74,-112.47,-525.8,155.2,28.8,36.9,998,27.2,268.26,0.66,0.29,8,15,3,-9.75,0.1914
10,25,37.6016,41.24459457,-7.114956856,-112.69,-526.76,-112.74,-525.93,155.2,28.8,36.9,998,27.2,266.99,0.66,0.23,8,15,4,-9.75,0.1518
10,25,37.8984,41.24459457,-7.114957809,-112.75,-526.43,-112.87,-525.61,155.2,28.8,36.9,998,27.2,262.26,0.74,0.23,8,15,4,-9.75,0.1702
10,25,38.2031,41.24459457,-7.114958763,-112.87,-526.44,-112.93,-525.66,155.2,28.8,36.9,998,27.2,266.34,0.74,0.02,8,15,4,-9.75,0.0148
10,25,38.5,41.24459457,-7.11496067,-113,-526.45,-113.08,-525.64,155.2,30.18,36.9,998,27.2,264.87,0.74,0.02,8,15,4,-9.75,0.0148
10,25,38.7031,41.24459457,-7.11496067,-113,-526.45,-113.08,-525.57,155.2,30.18,36.9,998,27.3,265.37,0.66,0.02,8,15,4,-9.75,0.0132
10,25,39,41.24459457,-7.114962578,-113.12,-526.46,-113.24,-525.61,155.2,30.18,36.9,998,27.3,262.18,0.66,0.3,8,15,4,-9.75,0.198
10,25,39.2969,41.24459457,-7.114964008,-113.31,-526.48,-113.4,-525.67,155.2,30.18,37,998,27.3,263.7,0.66,0.3,8,15,4,-9.75,0.198
10,25,39.5,41.24459457,-7.114964962,-113.37,-526.49,-113.48,-525.71,155.1,30.18,37,998,27.3,262.53,0.69,0.3,8,15,4,-9.75,0.207
10,25,39.7969,41.24459457,-7.114965916,-113.43,-526.49,-113.53,-525.65,155.1,30.18,37,998,27.3,263.88,0.69,0.09,8,15,4,-9.75,0.0621
10,25,40.1016,41.24459457,-7.114966869,-113.49,-526.5,-113.55,-525.62,155.1,29.74,37,998,27.3,266.63,0.69,0.09,8,15,4,-9.75,0.0621
10,25,40.2969,41.24459457,-7.114967823,-113.62,-526.51,-113.77,-525.56,155.1,29.74,37,998,27.3,261.16,0.69,0.09,8,15,4,-9.75,0.0621
10,25,40.6016,41.24459457,-7.11496973,-113.74,-526.52,-113.84,-525.58,155.1,29.74,37,998,27.3,263.98,0.69,0.09,8,15,4,-9.75,0.0621
10,25,40.8984,41.24459457,-7.114970684,-113.8,-526.52,-113.94,-525.63,155.1,29.74,37,998,27.3,261.46,0.69,0.09,8,15,4,-9.75,0.0621
10,25,41.1016,41.24459457,-7.114972115,-113.93,-526.53,-114.01,-525.64,155.1,29.74,37,998,27.3,265.48,0.68,0.09,8,15,4,-9.75,0.0612
10,25,41.3984,41.24458694,-7.114973068,-114.05,-527.77,-114.14,-526.85,155.1,29.74,37,998,27.4,264.48,0.68,0.18,8,15,4,-9.75,0.1224
10,25,41.6016,41.24458694,-7.114974022,-114.11,-527.77,-114.15,-526.89,155.1,29.74,37,998,27.4,267.81,0.68,0.18,8,15,4,-9.75,0.1224
10,25,41.8984,41.24458694,-7.114975929,-114.3,-527.98,-114.43,-527.11,155.1,28.67,37,998,27.4,261.72,0.68,0.18,8,15,4,-9.75,0.1224
10,25,42.2031,41.24458694,-7.114976883,-114.36,-527.98,-114.46,-527.12,155.1,28.67,37,998,27.4,264.05,0.78,0.18,8,15,4,-9.75,0.1404
10,25,42.5,41.24458694,-7.114977837,-114.42,-527.99,-114.46,-527.12,155.1,28.67,37,998,27.4,267.71,0.78,0.16,8,15,4,-9.75,0.1248
10,25,42.7969,41.24458694,-7.114979267,-114.55,-528,-114.64,-527.08,155.1,28.67,37,998,27.5,264.95,0.8,0.16,8,15,4,-9.75,0.128
10,25,43.1016,41.24458694,-7.114981174,-114.73,-527.68,-114.82,-526.8,155.1,28.67,37,998,27.5,264.55,0.8,0.37,8,15,4,-9.75,0.296
10,25,43.3984,41.24458694,-7.114982128,-114.86,-527.69,-114.98,-526.87,155,28.75,37,998,27.5,262.35,0.8,0.37,8,15,4,-9.75,0.296
10,25,43.7031,41.24458694,-7.114983082,-114.92,-527.7,-115.01,-526.91,155,28.75,37,998,27.5,264.1,0.8,0.37,8,15,4,-9.75,0.296
10,25,43.8984,41.24458694,-7.114984035,-114.98,-527.7,-115.04,-526.89,155,28.75,37,998,27.5,266.28,0.8,0.1,8,15,4,-9.75,0.08
10,25,44.2031,41.24458694,-7.114984989,-115.11,-527.71,-115.16,-526.88,155,28.75,37,998,27.5,266.82,0.8,0.1,8,15,4,-9.75,0.08
10,25,44.3984,41.24458694,-7.114985943,-115.17,-527.72,-115.25,-526.89,155,28.75,37,998,27.6,264.99,0.8,0.1,8,15,4,-9.75,0.08
10,25,44.7031,41.24458694,-7.114988327,-115.36,-527.73,-115.49,-526.84,155,28.75,37,998,27.6,261.71,0.8,0.1,8,15,4,-9.75,0.08
10,25,44.8984,41.24458694,-7.114988327,-115.36,-527.73,-115.45,-526.84,155,28.75,37,998,27.6,264.32,0.8,0.1,8,15,4,-9.75,0.08
10,25,45.2031,41.24458694,-7.114989281,-115.42,-527.74,-115.52,-526.84,155,30.35,37,998,27.6,263.97,0.8,0.1,8,15,4,-9.75,0.08
10,25,45.3984,41.24458694,-7.114990234,-115.48,-527.74,-115.52,-526.81,155,30.35,37,998,27.6,267.88,0.77,0.26,8,15,4,-9.75,0.2002
10,25,45.7031,41.24458694,-7.114992142,-115.67,-527.76,-115.72,-526.81,155,30.35,37,998,27.6,267.03,0.77,0.0124,8,15,4,-9.75,0.009548
10,25,46,41.24458694,-7.114993095,-115.73,-527.76,-115.88,-526.82,155,30.35,37,998,27.6,261.38,0.77,0.0124,8,15,4,-9.75,0.009548
10,25,46.2031,41.24458694,-7.114994526,-115.85,-527.77,-115.88,-526.88,155,30.35,37,998,27.6,268.64,0.83,0.0124,8,15,4,-9.75,0.010292
10,25,46.5,41.24458694,-7.11499548,-115.91,-527.78,-115.96,-526.92,155,30.35,37,998,27.6,267.02,0.83,0.28,8,15,4,-9.75,0.2324
10,25,46.7031,41.24458694,-7.114996433,-115.98,-527.78,-116.04,-526.93,155,29.82,37,998,27.6,266.29,0.83,0.28,8,15,4,-9.75,0.2324
10,25,47,41.24458694,-7.114997387,-116.1,-527.79,-116.17,-526.92,155,29.82,37,998,27.6,265.53,0.69,0.28,8,15,4,-9.75,0.1932
10,25,47.2031,41.24457932,-7.114998341,-116.16,-528.32,-116.24,-527.42,155,29.82,37.1,998,27.5,265.09,0.69,0.23,8,15,4,-9.75,0.1587
10,25,47.3984,41.24457932,-7.114999294,-116.22,-528.32,-116.29,-527.45,155,29.82,37.1,998,27.5,265.72,0.69,0.23,8,15,4,-9.75,0.1587
10,25,47.7031,41.24457932,-7.115000248,-116.35,-528.33,-116.44,-527.45,155,29.82,37.1,998,27.5,264.6,0.75,0.23,8,15,4,-9.75,0.1725
10,25,47.8984,41.24457932,-7.115001202,-116.41,-528.34,-116.48,-527.49,155,29.82,37.1,998,27.5,265.99,0.75,0.2,8,15,4,-9.75,0.15
10,25,48.2031,41.24457932,-7.115002632,-116.47,-528.34,-116.54,-527.5,155,29.82,37.1,998,27.5,265.94,0.75,0.2,8,15,4,-9.75,0.15
10,25,48.3984,41.24457932,-7.115003586,-116.6,-528.36,-116.68,-527.57,155,29.79,37.1,998,27.5,264.87,0.75,0.2,8,15,4,-9.75,0.15
10,25,48.7031,41.24457932,-7.115004539,-116.66,-528.36,-116.73,-527.59,155,29.79,37.1,998,27.5,264.87,0.75,0.2,8,15,4,-9.75,0.15
10,25,48.8984,41.24457932,-7.115005493,-116.72,-528.37,-116.77,-527.64,155,29.79,37.1,998,27.4,266.24,0.75,0.2,8,15,4,-9.75,0.15
10,25,49.2031,41.24457932,-7.115006447,-116.84,-528.38,-116.94,-527.68,155,29.79,37.1,998,27.5,262.06,0.78,0.2,8,15,4,-9.75,0.156
10,25,49.6016,41.24457932,-7.115007401,-116.91,-528.38,-116.96,-527.72,155,29.79,37.1,998,27.5,266.16,0.78,0.37,8,15,4,-9.75,0.2886
10,27,56.3984,41.24450684,-7.115223408,-135.01,-536.28,-135.08,-535.42,154.1,29.08,38.9,998,24.9,265.59,0.83,0.37,8,15,9,-9.25,0.3071
10,27,56.7031,41.24450684,-7.115223408,-135.01,-536.28,-135.06,-535.42,154.1,28.98,38.9,998,24.7,266.78,0.84,0.37,8,15,9,-9.25,0.3108
10,27,57,41.24450684,-7.115225315,-135.2,-536.29,-135.28,-535.43,154.1,28.98,38.9,998,24.7,265.32,0.84,0.27,8,15,9,-9.25,0.2268
10,27,57.2969,41.24450684,-7.115227222,-135.32,-536.3,-135.39,-535.46,154.1,28.98,38.9,998,24.6,265.64,0.84,0.27,8,15,9,-9.25,0.2268
10,27,57.6016,41.24450684,-7.115227222,-135.32,-536.3,-135.38,-535.44,154.1,29.19,38.9,998,24.6,266.32,0.78,0.27,8,15,9,-9.25,0.2106
10,27,57.7969,41.24450684,-7.115228176,-135.45,-536.31,-135.55,-535.45,154.1,29.19,38.9,998,24.7,263.64,0.78,0.22,8,15,9,-9.25,0.1716
10,27,58.1016,41.24449921,-7.115230083,-135.57,-537.22,-135.66,-536.37,154.1,29.19,38.9,998,24.7,264.01,0.78,0.22,8,15,9,-9.25,0.1716
10,27,58.2969,41.24449921,-7.115230083,-135.57,-537.22,-135.66,-536.34,154.1,29.19,38.9,998,24.8,264.47,0.78,0.22,8,15,9,-9.25,0.1716
10,27,58.6016,41.24449921,-7.115232468,-135.82,-537.24,-135.96,-536.33,154.1,29.19,38.9,998,24.8,261.53,0.78,0.22,8,15,9,-9.25,0.1716
10,27,58.8984,41.24449921,-7.115233421,-135.88,-537.24,-135.99,-536.38,154.1,29.19,39,998,25,263.15,0.78,0.22,8,15,9,-9.25,0.1716
10,27,59.1016,41.24449921,-7.115234375,-135.94,-537.25,-136.11,-536.41,154.1,28.46,39,998,25,258.61,0.79,0.22,8,15,9,-9.25,0.1738
10,27,59.2969,41.24449921,-7.115234375,-135.94,-537.25,-136.03,-536.4,154.1,28.46,39,998,25,264.1,0,0.22,8,15,9,-9.25,0
10,27,59.7031,41.24449921,-7.115236282,-136.13,-537.26,-136.25,-536.41,154.1,28.46,39,998,25.1,262.12,0,0.31,8,15,9,-9.25,0
10,28,0,41.24449921,-7.115237236,-136.19,-537.27,-136.35,-536.44,154.1,28.46,39,998,25.1,259.81,0.8,0.31,8,15,9,-9.25,0.248
10,28,0.203125,41.24449921,-7.115237236,-136.19,-537.27,-136.25,-536.48,154.1,28.46,39,998,25.1,265.92,0.8,0.31,8,15,9,-9.25,0.248
10,28,0.5,41.24449921,-7.11523962,-136.38,-537.28,-136.51,-536.48,154.1,28.46,39,998,25.1,261.13,0.8,0.31,8,15,9,-9.25,0.248
10,28,0.703125,41.24449921,-7.115240574,-136.5,-537.29,-136.66,-536.41,154.1,28.52,39,998,25.1,260.03,0.86,0.31,8,15,9,-9.25,0.2666
10,28,1,41.24449921,-7.115241528,-136.56,-537.3,-136.67,-536.45,154.1,28.52,39,998,25.1,263.05,0,0.31,8,15,9,-9.25,0
10,28,1.29688,41.24449921,-7.115242481,-136.63,-537.3,-136.75,-536.45,154.1,28.52,39,998,25.1,262.29,0,0.31,8,15,9,-9.25,0
10,28,1.5,41.24449921,-7.115243435,-136.69,-537.31,-136.83,-536.47,154.1,28.52,39,998,25.1,260.72,0.77,0.31,8,15,9,-9.25,0.2387
10,28,1.79688,41.24449921,-7.115244389,-136.81,-537.32,-136.92,-536.46,154.1,28.52,39,998,25.1,262.89,0.77,0.31,8,15,9,-9.25,0.2387
10,28,2.20313,41.24449921,-7.115246773,-137,-537.33,-137.15,-536.48,154.1,28.52,39,998,25,260.19,0.77,0.31,8,15,9,-9.25,0.2387
10,28,2.39844,41.24449921,-7.11524868,-137.12,-537.35,-137.31,-536.5,154.1,29.55,39,998,25,257.58,0.77,0.31,8,15,9,-9.25,0.2387
10,28,2.70313,41.24449921,-7.11524868,-137.12,-537.35,-137.21,-536.53,154.1,29.55,39,998,24.8,263.82,0.77,0.31,8,15,9,-9.25,0.2387
10,28,3,41.24449921,-7.115249634,-137.25,-537.36,-137.36,-536.54,154.1,29.55,39,998,24.8,262.4,0.77,0.31,8,15,9,-9.25,0.2387
10,28,3.29688,41.24449921,-7.115251541,-137.37,-537.37,-137.47,-536.5,154,29.55,39,998,24.7,263.73,0.81,0.31,8,15,9,-9.25,0.2511
10,28,3.60156,41.24449158,-7.115252495,-137.49,-538.6,-137.62,-537.76,154,29.55,39,998,24.7,261.27,0.81,0.56,8,15,9,-9.25,0.4536
10,28,3.79688,41.24449158,-7.115253925,-137.56,-538.61,-137.67,-537.8,154,29.55,39,998,24.6,262.68,0.81,0.56,8,15,9,-9.25,0.4536
10,28,4,41.24449158,-7.115254879,-137.62,-538.61,-137.77,-537.84,154,28.8,39,998,24.6,259.63,0.82,0.56,8,15,9,-9.25,0.4592
10,28,4.39844,41.24449158,-7.115256786,-137.87,-538.3,-137.95,-537.49,154,28.8,39,998,24.5,264.78,0.82,0.39,8,15,9,-9.25,0.3198
10,28,4.60156,41.24449158,-7.115256786,-137.87,-538.3,-137.94,-537.45,154,28.8,39,998,24.5,265.65,0.82,0.39,8,15,9,-9.25,0.3198
10,28,4.89844,41.24449158,-7.115258694,-138.05,-538.32,-138.23,-537.44,154,28.8,39,998,24.5,258.78,0.82,0.39,8,15,9,-9.25,0.3198
10,28,5.20313,41.24449158,-7.115259647,-138.11,-538.32,-138.22,-537.41,154,28.8,39,998,24.6,263.75,0.82,0.45,8,15,9,-9.25,0.369
10,28,5.5,41.24449158,-7.115262032,-138.3,-538.34,-138.42,-537.43,154,28.8,39,998,24.6,262.71,0.82,0.45,8,15,9,-9.25,0.369
10,28,5.70313,41.24449158,-7.115262985,-138.36,-538.34,-138.54,-537.39,154,28.96,39,998,24.7,259.87,0.81,0.45,8,15,9,-9.25,0.3645
10,28,5.89844,41.24449158,-7.115262985,-138.36,-538.34,-138.45,-537.38,154,28.96,39,998,24.7,265,0.81,0.45,8,15,9,-9.25,0.3645
10,28,6.29688,41.24449158,-7.115264893,-138.55,-538.36,-138.74,-537.38,154,28.96,39,998,24.7,259.12,0.81,0.45,8,15,9,-9.25,0.3645
10,28,6.5,41.24449158,-7.115265846,-138.61,-538.36,-138.78,-537.37,154,28.96,39,998,24.7,260.74,0.81,0.45,8,15,9,-9.25,0.3645
10,28,6.79688,41.24449158,-7.1152668,-138.67,-538.37,-138.75,-537.43,154,28.96,39,998,24.7,265.72,0.81,0.45,8,15,9,-9.25,0.3645
10,28,7.10156,41.24449158,-7.115267754,-138.8,-538.38,-138.98,-537.49,154,28.96,39,998,24.7,258.64,0.81,0.45,8,15,9,-9.25,0.3645
10,28,7.29688,41.24449158,-7.115269184,-138.92,-538.39,-139.04,-537.56,154,28.96,39,998,24.7,262.42,0.84,0.45,8,15,9,-9.25,0.378
10,28,7.60156,41.24449158,-7.115270138,-138.92,-538.39,-139.03,-537.61,154,29.22,39,998,24.7,262.4,0.84,0.25,8,15,9,-9.25,0.21
10,28,7.89844,41.24449158,-7.115271091,-139.05,-538.4,-139.17,-537.64,154,29.22,39,998,24.7,261.06,0.84,0.25,8,15,9,-9.25,0.21
10,28,8.10156,41.24449158,-7.115272045,-139.11,-538.4,-139.23,-537.57,154,29.22,39,998,24.7,262.41,0.83,0.25,8,15,9,-9.25,0.2075
10,28,8.5,41.24449158,-7.115272999,-139.17,-538.41,-139.26,-537.56,154,29.22,39,998,24.7,264.09,0.83,0.38,8,15,9,-9.25,0.3154
10,28,8.79688,41.24448395,-7.115274906,-139.36,-539.13,-139.46,-538.25,154,29.22,39.1,998,24.7,263.66,0.83,0.38,8,15,9,-9.25,0.3154
10,28,9.10156,41.24448395,-7.11527586,-139.42,-539.14,-139.53,-538.31,154,28.41,39.1,998,24.7,262.66,0.8,0.38,8,15,9,-9.25,0.304
10,28,9.29688,41.24448395,-7.11527729,-139.54,-539.15,-139.65,-538.34,154,28.41,39.1,998,24.7,262.61,0.8,0.24,8,15,9,-9.25,0.192
10,28,9.60156,41.24448395,-7.115278244,-139.6,-539.15,-139.68,-538.27,154,28.41,39.1,998,24.7,265.09,0.8,0.24,8,15,9,-9.25,0.192
10,28,9.89844,41.24448395,-7.115279198,-139.67,-539.16,-139.84,-538.24,154,28.41,39.1,998,24.7,259.88,0.71,0.24,8,15,9,-9.25,0.1704
10,28,10.2031,41.24448395,-7.115280151,-139.79,-539.17,-139.88,-538.26,154,28.41,39.1,998,24.7,264.66,0.71,0.36,8,15,9,-9.25,0.2556
10,28,10.5,41.24448395,-7.115281105,-139.85,-539.17,-139.95,-538.32,154,28.41,39.1,998,24.7,263.33,0.71,0.36,8,15,9,-9.25,0.2556
10,28,10.7969,41.24448395,-7.115283012,-140.04,-539.19,-140.19,-538.35,154,28.41,39.1,998,24.8,260.43,0.71,0.36,8,15,9,-9.25,0.2556
10,28,11.1016,41.24448395,-7.115284443,-140.1,-539.19,-140.26,-538.31,154,28.41,39.1,998,24.8,260.09,0.71,0.36,8,15,10,-7.25,0.2556
10,28,11.2969,41.24448395,-7.115284443,-140.1,-539.19,-140.23,-538.32,154,28.41,39.1,998,24.9,261.97,0.82,0.36,8,15,10,-7.25,0.2952
10,28,11.6016,41.24448395,-7.11528635,-140.29,-539.21,-140.44,-538.36,154,29.18,39.1,998,24.9,260.52,0.82,0.2,8,15,10,-7.25,0.164
10,28,11.8984,41.24448395,-7.115287304,-140.35,-539.21,-140.56,-538.36,154,29.18,39.1,998,24.8,256.58,0.82,0.2,8,15,10,-7.25,0.164
10,28,12.2031,41.24448395,-7.115288258,-140.41,-539.22,-140.53,-538.29,154,29.18,39.1,998,24.8,262.83,0.81,0.2,8,15,10,-7.25,0.162
10,28,12.5,41.24448395,-7.115289211,-140.53,-539.23,-140.69,-538.35,154,29.14,39.1,998,24.8,259.96,0.81,0.45,8,15,10,-7.25,0.3645
10,28,12.7969,41.24448395,-7.115291119,-140.66,-539.24,-140.83,-538.42,154,29.14,39.1,998,24.7,258.78,0.81,0.45,8,15,10,-7.25,0.3645
10,28,13,41.24448395,-7.115291119,-140.66,-539.24,-140.81,-538.45,154,29.14,39.1,998,24.7,259.61,0.84,0.45,8,15,10,-7.25,0.378
10,28,13.2969,41.24448395,-7.115292549,-140.78,-539.25,-140.89,-538.45,154,29.14,39.1,998,24.7,262.22,0.84,0.28,8,15,10,-7.25,0.2352
10,28,13.5,41.24448395,-7.115293503,-140.91,-539.26,-141.06,-538.38,154,29.14,39.1,998,24.7,260.68,0.84,0.28,8,15,10,-7.25,0.2352
10,28,13.7969,41.24448395,-7.115294456,-140.97,-539.27,-141.09,-538.22,154,29.14,39.1,998,24.7,264.02,0.81,0.28,8,15,10,-7.25,0.2268
10,28,14.1016,41.2444725,-7.11529541,-141.03,-540.36,-141.15,-539.35,154,29.14,39.1,998,24.7,263.58,0.81,0.49,8,15,10,-7.25,0.3969
10,28,14.2969,41.2444725,-7.115297318,-141.22,-540.37,-141.37,-539.4,154,29.09,39.1,998,24.7,261.34,0.81,-1,8,15,10,-7.25,-0.81
10,28,14.6016,41.2444725,-7.115298271,-141.28,-540.38,-141.36,-539.49,154,29.09,39.1,998,24.7,264.93,0.81,-1,8,15,10,-7.25,-0.81
10,28,14.8984,41.2444725,-7.115300655,-141.46,-540.39,-141.63,-539.52,154,29.09,39.1,998,24.7,259.41,0.81,-1,8,15,10,-7.25,-0.81
10,28,15.2031,41.2444725,-7.115301609,-141.59,-540.4,-141.72,-539.52,154,29.09,39.1,998,24.7,261.72,0.81,-1,8,15,10,-7.25,-0.81
10,28,15.3984,41.2444725,-7.115301609,-141.59,-540.4,-141.7,-539.44,154,29.09,39.1,998,24.7,264.07,0.78,-1,8,15,10,-7.25,-0.78
10,28,15.7031,41.2444725,-7.115302563,-141.65,-540.41,-141.75,-539.47,154,29.09,39.1,998,24.6,264.46,0.78,0.33,8,15,10,-7.25,0.2574
10,28,16,41.2444725,-7.115303516,-141.71,-540.41,-141.91,-539.49,154,29.09,39.1,998,24.6,258.01,0.78,0.33,8,15,10,-7.25,0.2574
10,28,16.2969,41.2444725,-7.11530447,-141.77,-540.42,-141.89,-539.47,154.1,29.09,39.1,998,24.6,262.82,0.76,0.33,8,15,10,-7.25,0.2508
